,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Preprocessing
7765,"oke kita tunggu bang jafar nya USER , Insya Allah USER mau jadi saksi ; dan warga nu siap mengawal",0,0,0,0,0,0,0,0,0,0,0,0,oke tunggu bang jafar nya insya allah saksi warga nu mengawal
7766,Lengkap di kubu Anies-Sandi semua ada mulai dari tukang cabul,1,0,1,0,0,0,0,0,1,1,0,0,lengkap kubu anies sandi tukang cabul
7767,"USER Selain Rocky Grung-grung, Bambang Isuzu, Awek-many, Mejik-kom, yang selama ini buat isu di dumay semuanya antek mantan...'",0,0,0,0,0,0,0,0,0,0,0,0,rocky grung grung bambang isuzu awek many mejik kom isu dunia maya antek mantan
7768,"USER Survey dimana ??? Hahaahhaha \nRespondennya cebong, kodok, kamfret x yaa...'",1,1,0,1,0,0,0,0,1,0,1,0,survei dimana haha respondennya cebong kodok kampret  yaa
7769,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,
7770,"Mana bisa percya lagi,sdgkan induknya penista smp skrg lum ditahan tp malah dibela. URL",1,0,1,0,0,0,0,0,1,1,0,0,percaya lagi sdgkan induknya penista ditahan dibela uniform resource locator
7771,"USER JUNROS QQQQ\nDewa bgt anjir editnya anti noob noob kleb :')""",0,1,0,0,0,0,0,0,0,0,0,0,junros qqqq dewa banget anjir editnya anti noob noob klub
7772,Kalo ada Masjid yg lebih tua dr candi-candi milik kerajaan Hindu Budha di NUSANTARA ini baru kalian boleh usir cina klo ga kalian cm pendatang.,1,0,0,1,0,1,0,0,0,0,1,0,masjid tua candi candi milik kerajaan hindu buddha nusantara usir cina pendatang
7773,USER Si BEJAT CABUL yg KRIMINAL ngoceh kriminalisasi ulama.\nDasar munafik',1,1,1,0,0,0,0,1,0,1,0,0,sih bejat cabul kriminal mengoceh kriminalisasi ulama dasar munafik
7774,USER USER Kalo mengaku negara demokrasi ya bubarkan KPK!!,1,0,0,1,0,0,0,0,1,0,0,1,mengaku negara demokrasi ya bubarkan kpk
7775,"USER Temen gue ada yg errr gue ga tau dia psiko apa engga tpi dia pernah ada laba"" lewat teros diinjek teros di makan\n\nEh sarap sih itu namanya'",0,1,0,0,0,0,0,0,0,0,0,0,teman gue errr gue tau psiko laba diinjak makan eh sarap sih namanya
7776,RT USER: #TemanMakanTeman Ketika dia udah janji bakalan ngasi nyontek untuk ujian tp pas giliran ujian dia malah pura2 budek USER\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,janji menyontek ujian pas giliran ujian pura pura budek xe2x80xa6
7777,"4.Model #sertifikasi #tanah ala rejim #jkw ini, tidak ada semeter persegi pun tanah yang diambil dari tangan tuan-tuan tanah dan didistrusikan kepada petani tak bertanah, berdasar prinsip yang berkeadilan|#keadilantanah'",0,0,0,0,0,0,0,0,0,0,0,0,4 model ala rejim ini semeter persegi tanah diambil tangan tuan tuan tanah didistrusikan petani bertanah berdasar prinsip berkeadilan
7778,Dia itu agama nya apa sih? ;,0,0,0,0,0,0,0,0,0,0,0,0,agama nya sih
7779,Nurul Arifin tak Goyah Hadapi Survei USER #BandungGeulis #BandungHarmonis #bandungvotenuruli #calonwalikotabandung #calonwalikotabandung2018,0,0,0,0,0,0,0,0,0,0,0,0,nurul arifin goyah hadapi survei
7780,"USER USER USER Kalau dilihat secara hitung2an mungkin udah takut sama biayanya om.. air asia lokasi 30m di laut aja habis biaya 1T lebih blm ini didanau.. tapi semua tergantung pemerintah, kalau kerjasama dulu sm rescue asing buat o",0,0,0,0,0,0,0,0,0,0,0,0,hitung hitungan takut biayanya om air asia lokasi puluh meter laut habis biaya triliun didanau tergantung pemerintah kerja rescue asing 
7781,Rasanya tuh Si tiang listrik kampret LI JUNHUI mau gue tabrak pake bajaj yg udah dipasangin Bom. Dasar cungkring gak tau diri.',1,1,1,0,0,0,1,0,0,1,0,0,sih tiang listrik kampret li junhui gue tabrak pakai bajaj dipasangkan bom dasar cungkring tau diri
7782,USER USER Apa kalian panggil2 aku - me as kunti',0,0,0,0,0,0,0,0,0,0,0,0,panggil panggil me as kunti
7783,Cb sebutkan yg mana hoax yg dimaksud ya?,0,0,0,0,0,0,0,0,0,0,0,0,coba sebutkan hoaks ya
7784,USER USER USER USER USER USER Yg sdh di lakukan jual negara goblok....jk mmpu bangun bkn dgn kaki org lain tapi kaki sendiri....emg elo yg mo byr hutang utang bosmu eeeh bego...berapa kekayaanmu????',1,1,1,0,0,0,0,0,1,1,0,0,lakukan jual negara goblok jk bangun kaki orang kaki sendiri emg bayar hutang utang bosmu eeeh bego berapa kekayaanmu
7785,USER USER USER Taplak gunung',0,0,0,0,0,0,0,0,0,0,0,0,taplak gunung
7786,USER Napasih lu ngakak mulu? bangsad',1,1,1,0,0,0,0,0,1,1,0,0,sih tertawa mulu bangsad
7787,"USER hoooy ayo bales jangan bisu aja kamu,, apa gak malu di sebut kaum iblis hhhhh gelar ahli provokator lebih pantas buatmu",1,1,1,0,0,0,1,0,0,1,0,0,hoooy ayo balas bisu kamu malu kaum iblis hhhhh gelar ahli provokator buatmu
7788,"USER Jangan gaduh lahh,, kami yg kau panggil cebong udah gak butuh manusia munafikun,,'",1,1,0,1,0,0,0,0,1,0,1,0,gaduh lahh panggil cebong butuh manusia munafikun
7789,USER USER Itu kampret bgt loh.Gak Kuat beli telor jadi tebar Hoak kampret kuat ya.Koruptor.sama selegkahan iya kan..Coba lu lihat pake mata sama otak lo..Gubernuran yg.Koruftor..Cw ada berpa Mpret.kampret.telor kampret murah neria,1,1,1,0,0,0,0,0,1,1,0,0,kampret banget loh gak kuat beli telur tebar hoaks kampret kuat ya koruptor sama selangkangan iya kan coba lihat pakai mata otak lo gubernuran yg koruftor cw mpret kampret telor kampret murah ceria
7790,"USER Begitu mulia bpk USER , pengangguran akhirnya berkurang pak . Bpk bgtu perhatian banget pak sama rakyat ,,,; RAKYAT CHINA . 2019 nyalon pilpres aja disana pak . Pasti kepilih pak . #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,mulia pengangguran berkurang perhatian banget rakyat rakyat cina 2019 nyalon pemilihan presiden terpilih
7791,"RT USER: #2beer sebenernya bosen tubir rp, tapi liat mereka goblok jadi seru'",0,1,0,0,0,0,0,0,0,0,0,0,bosan tubir rp lihat goblok seru
7792,"Dulu sukar memahami bagaimana rakyat Palestin boleh biar Yahudi menjajah dan rakyat Turki biar khilafah dijatuhkan, sekarang tidak lagi.'",0,0,0,0,0,0,0,0,0,0,0,0,sukar memahami rakyat palestina biar yahudi menjajah rakyat turki biar khilafah dijatuhkan lagi
7793,USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 cukup sekali ditipu pilpres 2014.. buzzer cebong memang nggak dosa klo nipu!!',1,1,1,0,0,0,0,0,1,1,0,0,xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82 ditipu pemilihan presiden 2014 buzzer cebong dosa nipu
7794,Brengsek. 2 jam setengah yang memuaskan. Taik lah keren bet ni film :)) URL,0,1,0,0,0,0,0,0,0,0,0,0,brengsek 2 jam memuaskan tai keren banget nih film uniform resource locator
7795,Kau manusia parlente\nGayamu meleteh\nKayak jambu mente\n\nKau manusia berdasi\nOmonganmu bau trerasi\nKelakuanmu tersisi\n\nKau manusia sombong\nSuka mengonggong\nDiantara bokong bokong\n\nKau manusia biadab\nTk punya adab\nKau manusia bejat\nTk pernah,1,1,1,0,0,0,0,0,1,1,0,0,manusia perlente gayamu meleteh kayak jambu mente manusia berdasi omonganmu bau terasi kelakuanmu tersisi manusia sombong suka menggonggong bokong bokong manusia biadab tk adab manusia bejat tk
7796,USER Najis not wkwk',0,1,0,0,0,0,0,0,0,0,0,0,najis not wkwk
7797,USER USER pasti bisa mencalon kan..karena rejim ini doyan nabrak aturan hukum...',1,0,0,1,0,0,0,0,1,0,1,0,mencalonkan kan karena rejim suka menabrak aturan hukum
7798,Gue berharab banget kemarin dia mati dan Yang lain berharap Setya Novanto Mati pas sakit kemarinn siapa lagi? setyanovanto USER,1,0,1,0,0,0,0,0,1,1,0,0,gue berharap banget kemarin mati berharap setya novanto mati pas sakit kemarin lagi setya novanto
7799,RT USER: USER prabowo tuh.. Anaknya pembrontak..,1,0,1,0,0,0,0,0,1,1,0,0,prabowo tuh anaknya pembrontak
7800,engkau raupkan air mata yang bisu karena bintang jatuh!',0,0,0,0,0,0,0,0,0,0,0,0,engkau raupkan air mata bisu bintang jatuh
7801,"apa itu komunis ? secara sederhana = memaksakan kehendak , byk aturan.. contoh : memaksa pake e-money komunis bgt ! Rezim komunis",1,0,1,0,0,1,0,0,0,1,0,0,komunis sederhana memaksakan kehendak aturan contoh memaksa pakai  money komunis banget rezim komunis
7802,"USER USER ya gih aja makan tuh hindu nusantara, agama kita ini rahmatan lil alamin, bukan agama bumi tapi agama langit. tapi kalo islam nusantara mau sama dengan mereka, ya monggo, supaya lebih sesat sekalian!!'",1,1,0,1,1,0,0,0,0,0,1,0,ya gih makan hindu nusantara agama rahmatan lil alamin agama bumi agama langit islam nusantara mereka ya monggo sesat sekalian
7803,"USER SMA gw dlu Katolik, tp berasa SMA negeri. Jumlah Katolik, Kristen, Budha, Hindu, dan Islam hampir merata. haha'",0,0,0,0,0,0,0,0,0,0,0,0,gue katolik berasa negeri katolik kristen budha hindu islam merata haha
7804,USER Fitnah fitnah tapi dilike juga dasar onta',1,1,1,0,0,0,0,0,1,1,0,0,fitnah fitnah disukai dasar onta
7805,"Pertumbuhan Ekonomi Asia Pasifik 6%, Turun 1 Poin dari Prediksi Awal",0,0,0,0,0,0,0,0,0,0,0,0,pertumbuhan ekonomi asia pasifik 6 turun 1 poin prediksi
7806,"USER Aku ra usah tak tutupi wis budek o mba, wkwkwk'",0,0,0,0,0,0,0,0,0,0,0,0,ra menutupi budek  mba wkwkwk
7807,USER USER Yg dongo kaum kafir hahaha',1,1,0,1,1,0,0,0,0,0,1,0,dongok kaum kafir hahaha
7808,"USER USER USER Kalo ingin membuat perbandingan yg selevel. Misal NU melawan PKI begitu juga Muhammadiyah atau ormas yg lain. Kalo partai bandingkan Lagi dgn partai. PDIP dgn PKS, Demokrat dll...'",0,0,0,0,0,0,0,0,0,0,0,0,perbandingan selevel nu melawan partai komunis indonesia muhammadiyah organisasi masyarakat lain partai bandingkan partai partai demokrasi indonesia perjuangan pks demokrat dll
7809,USER USER USER Dajjal cabul sdh jadi TKI dia \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL,1,1,1,0,0,0,0,0,1,1,0,0,dajjal cabul tenaga kerja indonesia xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82 uniform resource locator
7810,luggage semua harga yahudi \xf0\x9f\x98\xb9',0,0,0,0,0,0,0,0,0,0,0,0,luggage harga yahudi xf0x9fx98xb9
7811,USER USER USER USER USER USER USER USER Kek punya titit aj lu',0,1,0,0,0,0,0,0,0,0,0,0,kayak titit lu
7812,Prabowo dalang kerusuhan Mei 98 mustahil jadi presiden. Paparannya lengkap..! URL,1,0,1,0,0,0,0,0,1,1,0,0,prabowo dalang kerusuhan mei 98 mustahil presiden paparannya lengkap uniform resource locator
7813,USER USER USER USER USER USER Bego loe ya kampret itu baru potensi belum rugi sana cebokan dulu mata loe dgn kecink onta',1,1,1,0,0,0,0,0,1,1,0,0,bego ya kampret potensi rugi cebokan mata kecing onta
7814,USER USER USER USER Saya sepakat dengan anda..dulu soekarno menekankan itu..seandainya dulu para pelajar/Mahasiswa yg dikirim untk bljr di LN tdk dicap komunis olh ORBA mgkn Negara kita digdaya sbb bpk bangsa sdh mrumuska,0,0,0,0,0,0,0,0,0,0,0,0,sepakat anda dulu soekarno menekankan itu seandainya pelajar mahasiswa dikirim belajar ln dicap komunis orde negara digdaya bangsa merumuskan
7815,RT USER USER Pak prabowo kalo bisa jg maju jd motor pendorong aja .,1,0,1,0,0,0,0,0,1,1,0,0,prabowo maju motor pendorong
7816,USER semalem nonton Kafir (2002) mbah USER keren jadi wali \xf0\x9f\x91\xb3',0,0,0,0,0,0,0,0,0,0,0,0,semalam menonton kafir 2002 mbah keren wali xf0x9fx91xb3
7817,USER Congor lo ya tolong.',1,1,1,0,0,0,0,0,1,1,0,0,congor ya tolong
7818,USER USER Rebut saham??? Yg ada pemegang sahamnya sekarang ditabok pake duit hasil ngutang. Dasar bani kadal mau aja kalian dikadalin ga selesai2..',1,1,0,1,0,0,0,0,1,0,1,0,rebut saham pemegang sahamnya ditabok pakai duit hasil ngutang dasar bani kadal dikadali selesai2
7819,"Wkwkwk emaka nggo banci kurang kurangi ena sell . Mbue kam man ikan , sia2 kam anak perikanen pe sel URL",0,1,0,0,0,0,0,0,0,0,0,0,wkwk mak banci kurangi ena sell mbue man ikan sia sia anak perikanan pe sel uniform resource locator
7820,USER USER Dia nyinyir biar di ajak gabung ama Presiden kale',1,0,1,0,0,0,0,0,1,1,0,0,nyinyir biar ajak gabung presiden kale
7821,"USER Wahai saudaraku, ketahuilah bahwa, Jokowi adalah tetap saudara kita. Yg patut kita tinggalkan adalah para partai politik pendukung penista agama, orang2 yg mendukung penista agama, penduduk zionis Israel, kaum munafik, liberal, komunis d",0,0,0,0,0,0,0,0,0,0,0,0,saudaraku ketahuilah bahwa jokowi saudara kita patut tinggalkan partai politik pendukung penista agama orang orang mendukung penista agama penduduk zionis israel kaum munafik liberal komunis
7822,"USER USER Cebong dgn standar kedunguannya tdk diragukan lagi, sudah diakui dan terbukti, koq malah bilangin org bego, hadeuh....'",1,1,1,0,0,0,0,0,1,1,0,0,cebong standar kedunguannya diragukan lagi diakui terbukti bilang orang bego hadeuh
7823,3. Anak anak muda kreatif Indonesia menyambut gerakan ini dengan kegiatan Ekspedisi Kapsul Waktu yang baru dibuka 70 tahun mendatang,0,0,0,0,0,0,0,0,0,0,0,0,3 anak anak muda kreatif indonesia menyambut gerakan kegiatan ekspedisi kapsul dibuka 70
7824,USER USER Org tolol blsin base tp akun nya dilock',1,1,1,0,0,0,0,0,1,1,0,0,orang tolol balaskan base akun nya dilock
7825,"USER Jangankan di sekolah katolik mbak, di mudika gereja juga belum tentu dapet. Aku pun tau seja kuliah di Jogja, itu pun gara-gara beririsan sama anak-anak gerakan \xf0\x9f\x98\x85'",0,0,0,0,0,0,0,0,0,0,0,0,sekolah katolik mbak muda mudi katolik gereja dapet tau kuliah jogja gara gara beririsan anak anak gerakan xf0x9fx98x85
7826,Hm menyampah pula tengok live FB Paan Khair***din tu. Tak habis2 pusing pasal manifesto PH takde pentingkan agama. Golongan DAP tu ? Cina Kristian hey memang la dah namanya DAP bukan PAS. Eh geram pula aku. Lepas tu dok kata motif terbesar nak jadikan Sel,1,0,1,0,1,1,0,0,0,1,0,0,hem menyampah tengok live facebook khair din tu habis habis pusing pasal manifesto ph pentingkan agama golongan dap cina kristiani he namanya dap pas eh geram aku lepas dok motif terbesar nak jadikan sel
7827,USER USER Bubarkan acara PKI!!!!,1,0,0,1,0,1,0,0,0,0,0,1,bubarkan acara pki
7828,Ahok itu dah sah sbg sang napi penista agama. Gk usah diungkit2 lg kisahnya sbg pembenaran,1,0,1,0,1,0,0,0,0,1,0,0,ahok sah sang napi penista agama diungkit ungkit kisahnya pembenaran
7829,BERIKUT BIOGRAFI CALON KETUA DEMA; UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKARTA; NO URUT 3,0,0,0,0,0,0,0,0,0,0,0,0,biografi calon ketua dema universitas islam negeri syarif hidayatullah jakarta no urut 3
7830,USER USER USER Slamet ndesomu nangdi met... cedak unahe junjunganmu yak e.... kuclukk.... cebong cepek luuh..',1,1,1,0,0,0,0,0,1,1,0,0,selamat kampungan dimana met unahe junjunganmu ya  kuclukk cebong cepek luuh
7831,USER Captain! Saya Tae dari Salty Menjawab USER',0,0,0,0,0,0,0,0,0,0,0,0,captain tai salty
7832,Belgium 2-1 England. Aku termenung dalam jamban tadi sebelum game ni.',0,0,0,0,0,0,0,0,0,0,0,0,belgia 2 1 england termenung jamban game ni
7833,USER Tebal banget bentuk memek ya tante',0,1,0,0,0,0,0,0,0,0,0,0,tebal banget bentuk memek ya tante
7834,Harini off day. Aku tidur bangun tidur sahaja hahahahaha bajingan bukan',0,1,0,0,0,0,0,0,0,0,0,0,off day tidur bangun tidur sahaja haha bajingan bukan
7835,RT USER Terimakasih wahai saudaraku Umat muslim semua jgn lelah berjuang dan jgn hiraukan munafik dan buzzer penebar fitnah.,1,0,1,0,0,0,0,0,1,1,0,0,terima kasih saudaraku umat muslim lelah berjuang hiraukan munafik buzzer penebar fitnah
7836,USER USER Ormas penghancur NKRI wajib di bubarkan. !! Ingat PKI ??,1,0,0,1,0,0,0,0,1,0,0,1,organisasi masyarakat penghancur negara kesatuan republik indonesia wajib bubarkan partai komunis indonesia
7837,DUKUNGAN PILKADA DAMAI DARI SISWA/SISWI MAN 3 MEDAN DAN ANTI BERITA HOAX,0,0,0,0,0,0,0,0,0,0,0,0,dukungan pilihan kepala daerah damai siswa siswi man 3 medan anti berita hoaks
7838,INSYAA ALLAH PENGUASA JAHAT YG JADI JONGOS & BUDAK CINA KAFIR KOMUNIS YG BERNAFSU UNTUK JAJAH & RAMPOK INDONESIA DIHANCURKAN ALLAH SWT SEGERA!!!,1,1,1,0,1,1,0,0,0,1,0,0,insya allah penguasa jahat jongos budak cina kafir komunis bernafsu jajah rampok indonesia dihancurkan allah subhanahu wa taala segera
7839,"USER kaga, prinsip gw kalo kaga dari mulut dia langsung dia bilang ""gue suka sama lo nya"" mau ampe mampus dia jungkir balik bilang gw cantik kek, kangen kek, dia sayang gw kek, bodo amat wkwkwkwkwk mental di gw.'",0,1,0,0,0,0,0,0,0,0,0,0,kaga prinsip gue mulut langsung bilang gue suka nya mampus jungkir bilang gue cantik kek kangen kek sayang gue kek bodoh wkwk mental gw
7840,USER Yg penting jgn org cina. di Indonesia.,1,0,1,0,0,1,0,0,0,1,0,0,orang cina indonesia
7841,"Ada di okoh masyarakat yg nyatakan memilih Presiden hrs beepegang pd Alquran hadials,lantas yg kriaten,dan hindu,budha apa ?'",0,0,0,0,0,0,0,0,0,0,0,0,okoh masyarakat memilih presiden berpegang alquran hadials lantas kriaten dan hindu budha
7842,"RT USER: Sidak priok, dwelling time, marah\nCopot smua mntri d kmnko mar \nBsok jgn k pasar ya?\nHarga smua naik, mencak2\nBisa pecat\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,inspeksi mendadak priok diperingatkan time marah copot menteri kementerian perekonomian mar besok  pasar ya harga naik mencak mencak pecatxe2x80xa6
7843,USER halah kntl',1,1,1,0,0,0,0,1,0,1,0,0,alah kntl
7844,RT USER: Kayaknya brondong ini ya #kontol #gay #coli #bahancoli URL,0,1,0,0,0,0,0,0,0,0,0,0,kayaknya berondong ya uniform resource locator
7845,"USER Iih menina, mt bom'",0,0,0,0,0,0,0,0,0,0,0,0,ih menina mt bom
7846,"USER USER USER USER USER USER USER USER USER USER USER USER USER USER Faktany bukan sj JS yg kristen, nmun juga koh Lieus tokoh tionghoa",0,0,0,0,0,0,0,0,0,0,0,0,faktanya js kristen koh lieus tokoh tionghoa
7847,Reog Ponorogo Universitas Brawijaya USER nya emang keren abis ... top bingits ...ð???ð??»ð???ð??»ð???ð??» ; ; USER ; USER ; USER ; #BulanBaktiKIPM2018 ; #GEMASATUKATA2018,0,0,0,0,0,0,0,0,0,0,0,0,reog ponorogo universitas brawijaya nya keren habis top banget
7848,"Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK",1,1,1,0,1,0,0,0,0,1,0,0,dia bunuh mata mafia koruptor nya penista agama pula panggilan popular nya babi ahok
7849,jika ada padanannya (seperti Ilyas untuk Eliyahu etc) maka apa nama nabi Hud dlm tradisi ibrani-yahudi?',0,0,0,0,0,0,0,0,0,0,0,0,padanannya seperti ilyas eliyahu etc nama nabi hud tradisi ibrani yahudi
7850,"USER Daripada ikut Pilkada yang udah pasti gak menang mending voting nama bapak di polling saya aja pak, kali aja beneran jadi pelatih timnas.",0,0,0,0,0,0,0,0,0,0,0,0,pilihan kepala daerah menang mending voting nama polling pak kali benaran pelatih timnas
7851,"nek ngomong buablas, ""bangke, otaknye ga dipake, goblok, mampus lu, dll"". yuh bu, kalemm buu'",0,1,0,0,0,0,0,0,0,0,0,0,nek berbicara buablas bangke otaknya dipake goblok mampus lu dll ayo bu kalem buu
7852,USER USER USER USER USER USER USER USER USER USER USER USER Keluargaku yg Katholik ajaa paham.. dia gak paham kan lucu kak\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,keluargaku katolik paham paham lucu kakxf0x9fx98x82xf0x9fx98x82
7853,Ada berita bom di barel bikin shock. Trs td maunya pulang aja kerumah gamau bobo di kost',0,0,0,0,0,0,0,0,0,0,0,0,berita bom barel bikin shock maunya pulang rumah tidur kost
7854,"Diriku yg bloon atau dianya yg gak peka? Amsyong inner left right join otakku enggak sampai. Cenut cenut ibaratkan bom waktu yg sebentar lagi akan meledak. Tolong tolong aku sudah gak kuat, aku sukanya ngecodein gak mau dicodein pstmt, param, println, rs dan teman2nya \xf0\x9f\x8d\x83\xf0\x9f\x90\x92'",0,1,0,0,0,0,0,0,0,0,0,0,diriku dianya peka apes inner left right join otakku sampai cenut cenut bom sebentar meledak tolong tolong kuat sukanya mengodei dikode pstmt param println rumah sakit teman temannya xf0x9fx8dx83xf0x9fx90x92
7855,"..Puri Tri Agung adalah tempat ibadah/sembah bagi penganut Agama Budha, Khongfutze dan Laotze.ï¿½",0,0,0,0,0,0,0,0,0,0,0,0,puri tri agung ibadah sembah penganut agama budha kong fu tse laotze
7856,"Siyaaaaap Ndan RT""USER: Tolong jgn kait-kaitkan kasus ijp dgn anies sandi apapun yg boleh dikait-kaitkan cuma yg berhbgan dgn ahok/jokowi aja.",1,0,1,0,0,0,0,0,1,1,0,0,siyaaaaap rt tolong kait kaitkan imbal jasa penjaminan anies sandi apapun dikait kaitkan berhubungan ahok jokowi aja
7857,jangan sampe banyak yg mangkrak kaya pak SBY! URL,1,0,1,0,0,0,0,0,1,1,0,0,mangkrak kayak sby uniform resource locator
7858,SOLO: A STAR WARS STORY belum tayang di kota yg walikotanya korupsi ini.\n\nBioskop baru masih tahun depan.\n\nJancuk \xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac',0,1,0,0,0,0,0,0,0,0,0,0,solo  star wars cerita tayang kota wali kotanya korupsi ini bioskop depan jancuk xf0x9fx98xacxf0x9fx98xacxf0x9fx98xacxf0x9fx98xac
7859,Gubernur Jatim Targetkan Jembatan Widang Selesai H-15 Lebaran,0,0,0,0,0,0,0,0,0,0,0,0,gubernur jawa timur targetkan jembatan widang selesai  15 lebaran
7860,USER Lebih baik jokowi yg mundur..!!,1,0,1,0,0,0,0,0,1,1,0,0,jokowi mundur
7861,Lalu siapa lagi menurut anda yg mgkin berdasarkan PT 20% itu?,0,0,0,0,0,0,0,0,0,0,0,0,berdasarkan pt 20 itu
7862,RT USER Satu lgi buat 7 skolah yg di bakar ma kader ny prabowo hrus tanggung jawab,1,0,1,0,0,0,0,0,1,1,0,0,7 sekolah bakar kader nya prabowo tanggung
7863,"USER USER Jilbab gak wajib mas, yg wajib itu menutup aurat. Jilbab gak masuk rukun iman dan rukun islam. Kayaknya anda deh yg terlalu menuhankan jilbab, hidup kok cuma seputaran sepotong kain \xf0\x9f\x98\x85\xf0\x9f\x98\x82 kalau cuma jilbab,",0,0,0,0,0,0,0,0,0,0,0,0,jilbab wajib mas wajib menutup aurat jilbab masuk rukun iman rukun islam kayaknya deh menuhankan jilbab hidup seputaran sepotong kain xf0x9fx98x85xf0x9fx98x82 jilbab
7864,USER USER Mana berani dia? Ngaku putra melayu tapi cemen... Beraninya teriak2.. kirain mau dibantu sama yg lain??? \xf0\x9f\x91\xbf\xf0\x9f\xa4\xb8\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e Hajar aja itu mulut bau congor si ardi koplok',1,1,1,0,0,0,1,0,0,1,0,0,berani dia mengakui putra melayu cemen beraninya teriak2 kiraan dibantu lain xf0x9fx91xbfxf0x9fxa4xb8xf0x9fx91x8exf0x9fx91x8exf0x9fx91x8e hajar mulut bau congor sih ardi koplok
7865,"Pilkada Jatim nanti, kalau nomer 1 menang kami dapat Mercy dan jika nomer 2 menang kami dapat BMW. Sudah sama-sama berkualitas.",0,0,0,0,0,0,0,0,0,0,0,0,pilihan kepala daerah jawa timur nanti nomer 1 menang mercedes nomer 2 menang bmw berkualitas
7866,USER USER Ngelancarin bahasa inggris ajadeh uwu aku udah pernah belajar bahasa asing yg selain inggris gaada yg nyantol sekarang wkwkw soalnya jarang dipake kan ya',0,0,0,0,0,0,0,0,0,0,0,0,melancarkan bahasa inggris deh ai belajar bahasa asing inggris tercantol wkwk jarang dipakai ya
7867,"RT USER: My Ajusshi ini gelap bin suram. Durasinya agak panjang, tapi gue demen banget drama model gini.\n\nLee Ji Eun juga mantebh\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,my ahjussi gelap bin suram durasinya panjang gue suka banget drama model gini lee ji eun mantebhxe2x80xa6
7868,Para Bajingan yang telah melukai Lady harus menerima ganjaran seratus kali lipat!! -Sanji',0,1,0,0,0,0,0,0,0,0,0,0,bajingan melukai lady menerima ganjaran seratus kali lipat sanji
7869,"USER Hanya di rezim ini wibu dipersekusi, bong-bong'",0,0,0,0,0,0,0,0,0,0,0,0,rezim weeaboo dipersekusi bong bong
7870,"USER Yang anda sebutkan itu jaman kapan Mas?! saat penjajahan!! sekarang kita sudah Merdeka, kalau tidak kerjasama dengan asing kita mau jadi apa? Korea Utara? anda Twitteran saja pakai produk asing..jangan tanggung kalau anti asing..!'",1,0,1,0,0,0,0,0,1,1,0,0,sebutkan jaman mas penjajahan merdeka kerja asing apa korea utara bermain twitter pakai produk asing jangan tanggung anti asing
7871,"Tapi si \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb pas dperhatikan warna badannya kontras sekali sama warna mukanya, muka putih badan coklat. \nI was like.... \xf0\x9f\x99\x82 lu kata mata gue picek apa, tidak bisa bedakan yang pake krim pemutih dan yang tidak pa",0,0,0,0,0,0,0,0,0,0,0,0,sih xf0x9fx91xa9xf0x9fx8fxbb pas diperhatikan warna badannya kontras warna mukanya muka putih badan coklat  was like xf0x9fx99x82 mata gue picek apa bedakan pakai krim pemutih
7872,"USER Halah bacot, mulut lelaki terkadang selalu begitu~~'",1,1,1,0,0,0,0,1,0,1,0,0,alah bacot mulut lelaki terkadang begitu
7873,USER Bpk Presiden USER YTH sudah hampir setahun kita #korbanphkfreeport Blm ada kejelasan. Kami butuh perhatian dari bpk. ; #korbanphksepihakfreeport ; USER,0,0,0,0,0,0,0,0,0,0,0,0,presiden terhormat setahun kejelasan butuh perhatian bpk
7874,RT USER BPK jangan diam sj kok di menggebuk di dpr,1,0,1,0,0,0,0,0,1,1,0,0,diam menggebuk dewan perwakilan rakyat
